物件標題,地址,物件類型,屋齡,坪數,格局,樓層,價格
幸福捷運景觀三房,新北市新莊區福樂街 幸福皇居,住宅大樓,15.2年,建坪66.70,3房(室)2廳2衛,10/13樓,"3,440 萬"
捷運旁溫馨兩房,新北市土城區中央路二段 台北熱帶,住宅大樓,32.0年,建坪29.10,2房(室)2廳2衛,4/12樓,"1,638 萬"
昇樺捷運幸福成家,新北市板橋區吳鳳路 幸福昇樺,住宅大樓,2.2年,建坪48.48,3房(室)2廳2衛,6/14樓,"3,688 萬"
新潤捷運藝光裝潢,新北市新莊區福壽街 都峰苑二期,辦公商業大樓,9.4年,建坪53.36,2房(室)2廳2衛,6/19樓,"2,860 萬"
捷運邊間採光三房,新北市永和區永和路二段,華廈,45.0年,建坪40.21,3房(室)2廳2衛,4/7樓,"2,350 萬"
中國海景觀三房,新北市新莊區西盛街 中國海,住宅大樓,33.0年,建坪39.98,3房(室)2廳2衛,8/16樓,"1,720 萬"
幸福捷運邊間三房,新北市新莊區昌平街 宏福新市(新莊天下居）,住宅大樓,29.6年,建坪34.96,3房(室)2廳2衛,8/15樓,"1,898 萬"
經貿接軌視界辦公,新北市永和區保生路 經貿王朝,辦公商業大樓,33.6年,建坪50.04,3房(室)1廳--衛,11/23樓,"3,280 萬"
學區前後陽台三樓,新北市板橋區重慶路,公寓,37.1年,建坪43.71,3房(室)2廳2衛,3/5樓,"2,098 萬"
中山方正商業美寓,新北市中和區中山路二段,公寓,43.9年,建坪20.94,3房(室)2廳1衛,4/5樓,"1,198 萬"
合環御景四房車位,新北市新店區寶橋路 MY WAY(合環御景),住宅大樓,15.1年,建坪76.82,4房(室)2廳2衛,3/21樓,"5,198 萬"
總站小資美裝三房,新北市新店區合作路,公寓,40.7年,建坪27.61,3房(室)2廳2衛,5/5樓,988 萬
權泰景上三房車位,新北市土城區金安街 權泰景上,華廈,11.4年,建坪54.72,3房(室)2廳2衛,4/9樓,"1,998 萬"
頂溪近捷電梯兩房,新北市永和區永和路二段 峰閣,辦公商業大樓,23.7年,建坪25.33,2房(室)2廳1衛,3/12樓,"2,488 萬"
路易幸福滿分兩房,新北市板橋區廣和街 領袖歐洲,住宅大樓,18.4年,建坪30.23,2房(室)2廳1衛,8/15樓,"1,908 萬"
領袖路易邊間三房,新北市板橋區廣和街 領袖歐洲,住宅大樓,18.4年,建坪33.76,3房(室)1廳2衛,5/15樓,"2,398 萬"
天地樓中樓大空間,新北市土城區廣福街 天地別墅,透天厝,36.9年,建坪39.75,5房(室)2廳2衛(含加蓋2房(室)--廳--衛),4~5/5樓,"1,850 萬"
天地樓中樓大空間,新北市土城區廣福街 天地別墅,透天厝,36.9年,建坪39.75,5房(室)2廳2衛(含加蓋2房(室)--廳--衛),4~5/5樓,"1,850 萬"
國賓庭院兩房車位,新北市新店區安祥路 國賓山莊,華廈,13.1年,建坪75.18,1房(室)2廳2衛,1/7樓,"2,988 萬"
捷運稀有三房美寓,新北市新店區北宜路一段,公寓,38.9年,建坪32.49,4房(室)2廳2衛(含加蓋--房(室)--廳1衛),4/5樓,"1,298 萬"
領航歐洲敦美四房,新北市板橋區國慶路 歐洲公園,住宅大樓,18.2年,建坪54.75,4房(室)2廳2衛,9/15樓,"3,588 萬"
三光映境頂邸榮華,新北市土城區中央路二段 台北親家,住宅大樓,32.9年,建坪34.99,4房(室)2廳2衛,13/13樓,"1,798 萬"
贏家大收納辦公,新北市中和區中山路二段 中山贏家,其他,29.9年,建坪56.50,1房(室)--廳--衛,3/10樓,"2,068 萬"
捷運富近機能住店,新北市中和區景平路 豪美大樓,店面,41.3年,建坪33.97,1房(室)2廳2衛(含加蓋--房(室)--廳1衛),1~2/12樓,"1,809 萬"
捷運涵境稀世雅居,新北市新莊區中正路 宏運米蘭,住宅大樓,30.1年,建坪18.60,1房(室)2廳1衛,6/14樓,"1,138 萬"
風起露臺光落人間,新北市土城區中央路二段 日月光,住宅大樓,7.8年,建坪67.26,3房(室)2廳2衛,2/25樓,"4,980 萬"
江北重劃河岸住宅,新北市板橋區華江九路 帝景5號,住宅大樓,1.6年,建坪55.34,4房(室)2廳2衛,8/21樓,"4,168 萬"
福喜臨門裝潢美屋,新北市土城區永豐路 福禧,住宅大樓,29.9年,建坪27.53,3房(室)2廳2衛,8/12樓,"1,798 萬"
大坪林稀有美寓,新北市新店區大豐路,公寓,54.5年,建坪30.73,3房(室)2廳1衛,4/4樓,"1,690 萬"
永安採光首購美寓,新北市中和區安平路,公寓,53.6年,建坪22.96,2房(室)2廳1衛,4/4樓,"1,598 萬"
光華前後陽台三房,新北市新莊區民安西路 環球吉第,華廈,27.8年,建坪35.85,3房(室)2廳2衛,4/6樓,"1,598 萬"
潤泰遠景山景4房,新北市新店區中興路一段 潤泰遠景21,住宅大樓,26.0年,建坪63.11,4房(室)2廳2衛,10/20樓,"3,850 萬"
青峰高樓公園美宅,新北市板橋區永翠路 新潤青峰,住宅大樓,5.4年,建坪45.65,2房(室)2廳2衛,8/15樓,"3,288 萬"
民治街大坪數三房,新北市板橋區民治街,公寓,44.2年,建坪33.38,3房(室)2廳2衛,5/5樓,"1,598 萬"
親水躍馬方正三房,新北市新莊區中華路二段 躍馬中原,華廈,30.3年,建坪29.78,3房(室)2廳1.5衛,1/7樓,"1,750 萬"
新埔民生便利一樓,新北市板橋區裕民街,公寓,48.5年,建坪26.00,1房(室)1廳1衛(含加蓋--房(室)--廳1衛),1/4樓,"1,998 萬"
重劃公園旁四房車,新北市土城區學士路 弘暉大境,住宅大樓,3.5年,建坪62.76,4房(室)2廳2衛,12/15樓,"3,850 萬"
竹林大戶美寓,新北市永和區竹林路,公寓,40.7年,建坪34.19,5房(室)3廳3衛(含加蓋3房(室)1廳1衛),5/5樓,"1,998 萬"
遠都逸璟天幕居,新北市新莊區新北大道四段 遠雄國都,住宅大樓,10.1年,建坪99.34,3房(室)2廳3衛,19/28樓,"4,980 萬"
青年裝潢二樓美寓,新北市新莊區公園一路,公寓,45.7年,建坪31.90,3房(室)2廳2衛,2/4樓,"1,668 萬"
小資裝潢邊間美宅,新北市新莊區新北大道七段 伊吉邦,住宅大樓,26.5年,建坪36.12,3房(室)2廳1衛(含加蓋2房(室)--廳--衛),5/18樓,"1,550 萬"
安祥邊間三房車,新北市新店區安祥路,公寓,34.6年,建坪39.86,3房(室)2廳2衛,3/5樓,"1,080 萬"
新店風雅樓中樓,新北市新店區吉祥街,公寓,36.6年,建坪40.72,2房(室)2廳2衛,2~3/5樓,"1,198 萬"
城易迅兩房車,新北市新店區大豐路 台信城易迅,住宅大樓,0.7年,建坪35.68,2房(室)2廳1衛,3/17樓,"2,996 萬"
城市公園方正三房,新北市中和區安平路 城市公園,住宅大樓,32.7年,建坪42.77,3房(室)2廳2衛,6/15樓,"3,200 萬"
美麗心殿樓中樓,新北市新店區安民街 美麗心殿,住宅大樓,29.9年,建坪57.55,4房(室)2廳2衛(含加蓋1房(室)1廳--衛),14~15/16樓,"2,880 萬"
將捷輕軌四房車位,新北市新店區安和路一段 將捷家和,住宅大樓,8.9年,建坪65.88,4房(室)2廳2衛,4/16樓,"3,588 萬"
N/A,N/A,住宅大樓,N/A,N/A,N/A,N/A,N/A
N/A,N/A,住宅大樓,N/A,N/A,N/A,N/A,N/A
N/A,N/A,住宅大樓,N/A,N/A,N/A,N/A,N/A
N/A,N/A,住宅大樓,N/A,N/A,N/A,N/A,N/A
N/A,N/A,住宅大樓,N/A,N/A,N/A,N/A,N/A
N/A,N/A,住宅大樓,N/A,N/A,N/A,N/A,N/A
裝潢質感溫馨美宅,新北市新莊區天祥街,公寓,43.8年,建坪25.00,3房(室)2廳1衛,4/5樓,"1,100 萬"
裝潢質感溫馨美宅,新北市新莊區天祥街,公寓,43.8年,建坪25.00,3房(室)2廳1衛,4/5樓,"1,100 萬"
七張三房邊間美寓,新北市新店區建國路,公寓,50.2年,建坪28.45,3房(室)2廳1衛,4/4樓,"1,498 萬"
壽德漂亮高樓三房,新北市中和區壽德街 壽德新村,住宅大樓,24.6年,建坪48.06,3房(室)2廳2衛,14/14樓,"2,398 萬"
公所捷運百福社區,新北市新店區北新路一段,公寓,46.8年,建坪32.95,4房(室)2廳2衛,5/5樓,"1,500 萬"
雙十綠意美居,新北市板橋區雙十路二段,公寓,49.8年,建坪23.94,3房(室)2廳1衛,4/4樓,"1,580 萬"
雙十綠意三樓,新北市板橋區雙十路二段,公寓,49.7年,建坪23.94,3房(室)2廳1衛,3/4樓,"1,580 萬"
全新捷運三房未住,新北市新莊區昌德街,住宅大樓,0.4年,建坪39.26,3房(室)2廳2衛,4/15樓,"2,689 萬"
美麗宏國四房車位,新北市土城區學府路一段 美麗宏國,住宅大樓,30.3年,建坪57.53,4房(室)2廳2衛,7/13樓,"2,650 萬"
官邸日向遠景四房,新北市板橋區區運路 台北官邸,住宅大樓,18.5年,建坪105.93,4房(室)2廳2衛,12/14樓,"7,388 萬"
頂好京華小資豪宅,新北市新店區安成街 頂好京華,華廈,27.0年,建坪14.38,1房(室)1廳1衛,2/7樓,825 萬
捷和藍京面101,新北市板橋區民生路二段 捷和藍京,住宅大樓,28.0年,建坪33.00,3房(室)2廳2衛,14/24樓,"2,678 萬"
捷運小資首購美宅,新北市新莊區天祥街,公寓,48.2年,建坪22.99,3房(室)2廳1衛,3/4樓,938 萬
稀有靜巷一樓公寓,新北市新店區富貴街,公寓,41.4年,建坪23.44,3房(室)2廳1衛,1/5樓,"1,180 萬"
西盛小資景觀兩房,新北市新莊區西盛街 敦南花園,住宅大樓,34.3年,建坪20.71,2房(室)1廳1衛,13/15樓,"1,098 萬"
面學校新微風三房,新北市新莊區昌隆街 微風四季,住宅大樓,23.1年,建坪32.97,3房(室)2廳2衛,12/13樓,"2,020 萬"
首購三面採光三房,新北市板橋區翠華街,公寓,50.0年,建坪22.61,3房(室)2廳1衛,4/4樓,"1,000 萬"
板橋民族學區四房,新北市板橋區民族路,住宅大樓,27.0年,建坪54.43,4房(室)2廳2衛,8/12樓,"3,388 萬"
竹林大戶四房平車,新北市永和區竹林路 仰德大廈,住宅大樓,34.3年,建坪67.88,4房(室)2廳2衛,2/17樓,"3,680 萬"
遠揚新世紀旁美寓,新北市板橋區信義路,工廠,35.6年,建坪36.94,3房(室)2廳2衛,4/5樓,"1,398 萬"
國泰建設露臺豪邸,新北市土城區學士路 國泰金城,住宅大樓,7.8年,建坪61.48,2房(室)2廳2衛,2/18樓,"3,998 萬"
捷運旁方正三房,新北市土城區中正路 五號公園,公寓,37.8年,建坪28.40,3房(室)2廳2衛,5/5樓,"1,198 萬"
埔墘邊間方正二樓,新北市板橋區三民路一段,公寓,57.8年,建坪22.31,3房(室)2廳1衛,2/4樓,"1,390 萬"
面寬好停車一樓,新北市中和區圓通路,公寓,38.2年,建坪34.32,4房(室)2廳2衛,1/5樓,"2,190 萬"
近裕隆城景觀別墅,新北市新店區寶興路 林園別墅,公寓,36.5年,建坪35.04,3房(室)2廳2衛,3~5/5樓,"2,100 萬"
公所帝璟大三房車,新北市新店區新坡一街 藍天大地,華廈,30.8年,建坪60.59,3房(室)2廳2衛,5/10樓,"2,188 萬"
頂溪全新裝潢兩房,新北市永和區竹林路,華廈,0.6年,建坪25.77,2房(室)1廳1.5衛,4/9樓,"2,360 萬"
擎天映景微風兩房,新北市板橋區中山路二段 新板微風+,華廈,9.0年,建坪28.03,3房(室)1廳1衛(含加蓋1房(室)--廳--衛),9/10樓,"1,898 萬"
中央庭院花園透天,新北市新店區中央七街,透天厝,49.6年,建坪43.75,5房(室)2廳2衛,1~2/2樓,"8,800 萬"
幸福時光精裝二房,新北市板橋區光環路二段 湛然幸福時光,住宅大樓,6.8年,建坪37.35,2房(室)2廳2衛,8/20樓,"2,380 萬"
御林園三房車位,新北市新店區安忠路 玖宜御林園,住宅大樓,8.7年,建坪37.91,3房(室)2廳2衛,5/12樓,"1,898 萬"
力麒鼎峰景觀公園,新北市新莊區中環路二段 力麒家家富富,住宅大樓,7.0年,建坪56.06,2房(室)2廳2衛,25/25樓,"2,488 萬"
力麒鼎峰景觀公園,新北市新莊區中環路二段 力麒家家富富,住宅大樓,7.0年,建坪56.06,2房(室)2廳2衛,25/25樓,"2,488 萬"
都會之心四房車,新北市深坑區埔新街 甲山林二期,華廈,33.3年,建坪53.19,4房(室)2廳2衛,3/7樓,"2,580 萬"
光復大空間大露臺,新北市板橋區中山路二段 騰飛大道,辦公商業大樓,29.0年,建坪63.25,1房(室)3廳1衛,2/12樓,"3,750 萬"
近北市單價5字頭,新北市板橋區中山路二段 皇冠,住宅大樓,11.2年,建坪73.93,4房(室)2廳2衛,17/21樓,"3,880 萬"
頂溪天湛三房車位,新北市永和區環河西路一段 捷洋天湛,住宅大樓,11.8年,建坪62.28,3房(室)2廳2衛,5/20樓,"4,288 萬"
環狀景平三房美寓,新北市中和區景平路,公寓,50.9年,建坪32.71,3房(室)2廳1衛,4/4樓,"1,450 萬"
小城邊間雅致透天,新北市新店區僑信路 台北小城,透天厝,39.4年,建坪56.10,6房(室)4廳4衛(含加蓋2房(室)--廳--衛),B1~3/3樓,"2,850 萬"
美河P棟河景四房,新北市新店區中央路 美河市,住宅大樓,12.9年,建坪70.84,4房(室)2廳3衛,8/25樓,"4,980 萬"
紅喜山莊透天別墅,新北市中和區圓通路 紅喜山莊,透天厝,28.1年,建坪61.92,4房(室)2廳3衛(含加蓋1房(室)--廳1衛),1~5/5樓,"2,688 萬"
亞東方正屋頂佳,新北市板橋區四川路二段,公寓,39.0年,建坪33.65,6房(室)3廳3衛(含加蓋3房(室)1廳1衛),5/5樓,"1,488 萬"
捷運可到大間頂加,新北市土城區德興街,公寓,41.0年,建坪36.39,8房(室)1廳3衛(含加蓋4房(室)--廳2衛),5/5樓,"1,198 萬"
輕軌捷運透天店面,新北市新店區安忠路,透天厝,18.5年,建坪101.15,7房(室)8廳8衛(含加蓋1房(室)1廳1衛),B1~4/4樓,"4,558 萬"
新捷運極品皇居,新北市新莊區思源路,住宅大樓,27.1年,建坪124.42,5房(室)4廳4衛,21/21樓,"6,480 萬"
名人巷美方正三房,新北市中和區景平路 華南名人巷,住宅大樓,28.1年,建坪41.34,3房(室)2廳2衛,14/17樓,"2,688 萬"
昇陽庭園,新北市板橋區莊敬路 昇陽天廈,住宅大樓,27.5年,建坪29.29,4房(室)2廳2衛(含加蓋3房(室)--廳1衛),4/19樓,"2,812 萬"
全新好停車近捷運,新北市板橋區東興街,店面,1.5年,建坪21.20,--房(室)1廳1衛,1/7樓,"1,880 萬"
近捷運低總美店面,新北市中和區中興街,店面,28.1年,建坪19.89,1房(室)1廳1衛,1/17樓,"1,298 萬"
公園旁電梯大兩房,新北市中和區和平路 美麗家園,華廈,29.9年,建坪22.44,2房(室)2廳1衛,7/7樓,"1,380 萬"
稀有樓中樓四房車,新北市土城區廣福街 天地別墅,公寓,36.4年,建坪40.93,4房(室)3廳3衛(含加蓋1房(室)1廳1衛),4~5/5樓,"1,690 萬"
仁愛稀有邊間大戶,新北市板橋區仁愛路 仁愛新村,公寓,41.9年,建坪36.25,4房(室)2廳2衛,4/5樓,"1,598 萬"
頂溪靜巷機能一樓,新北市永和區豫溪街,公寓,35.4年,建坪35.67,4房(室)3廳2衛,1~2/5樓,"3,200 萬"
國礎溫泉河景三房,新北市新店區復興路 國礎富裔河,住宅大樓,9.1年,建坪123.64,3房(室)2廳3.5衛,5/23樓,"5,560 萬"
七張亮麗三房美寓,新北市新店區中正路,公寓,#NAME?,建坪34.98,3房(室)2廳2衛,4/4樓,"1,598 萬"
美河裝潢景觀豪邸,新北市新店區中央路 美河市,住宅大樓,12.8年,建坪104.14,4房(室)2廳3衛,5/26樓,"6,838 萬"
左岸風華大器四房,新北市中和區中原二街 江左風華,住宅大樓,11.1年,建坪79.40,4房(室)2廳2衛,5/14樓,"4,380 萬"
捷運公園四房美宅,新北市新莊區公園路 捷運大世紀,住宅大樓,22.9年,建坪36.95,4房(室)2廳2衛,4/16樓,"2,098 萬"
板橋絕頂停車一樓,新北市板橋區民生路三段,公寓,47.4年,建坪25.38,4房(室)3廳2衛(含加蓋1房(室)1廳1衛),1/4樓,"2,800 萬"
丹麥琥珀獨匠工藝,新北市板橋區華江一路 麗寶北歐莊園丹麥琥珀,住宅大樓,3.1年,建坪32.73,1房(室)2廳1衛,2/19樓,"2,000 萬"
捷運麒麟電梯三房,新北市新莊區中正路 麒麟花園,住宅大樓,25.4年,建坪33.14,3房(室)2廳2衛,9/14樓,"1,988 萬"
青山鎮綠水獨棟,新北市新店區頂城三街 青山鎮二期,透天厝,16.5年,建坪92.24,5房(室)2廳3衛(含加蓋1房(室)--廳--衛),B1~3/3樓,"7,988 萬"
世外桃源車庫別墅,新北市中和區圓通路 潤泰曉山青,透天厝,18.4年,建坪105.29,4房(室)2廳3衛,B1~3/3樓,"4,888 萬"
世外桃源車庫別墅,新北市中和區圓通路 潤泰曉山青,透天厝,18.4年,建坪105.29,4房(室)2廳3衛,B1~3/3樓,"4,888 萬"
專任幸福榮富佳瑪,新北市新莊區幸福路 鹿特丹,住宅大樓,31.5年,建坪56.91,4房(室)2廳2衛,10/19樓,"2,750 萬"
央北邊間大三房,新北市新店區中央路 中央新春,住宅大樓,27.2年,建坪39.37,3房(室)2廳2衛,7/12樓,"2,880 萬"
運動中心三房美居,新北市永和區永利路,公寓,48.8年,建坪26.06,3房(室)2廳1衛,4/5樓,"1,498 萬"
找大間的您要來看,新北市板橋區重慶路 金富帝寶,住宅大樓,14.9年,建坪55.07,4房(室)2廳2衛(含加蓋1房(室)--廳--衛),4/15樓,"3,188 萬"
與新碩永傳為鄰居,新北市永和區中正路 潤泰中正國寶,住宅大樓,26.3年,建坪59.15,--房(室)2廳--衛,2/11樓,"3,780 萬"
正面公園潤泰國寶,新北市永和區中正路 潤泰中正國寶,住宅大樓,26.3年,建坪54.56,--房(室)2廳2衛,2/11樓,"3,480 萬"
景平捷運黃金二樓,新北市中和區景平路,公寓,38.4年,建坪29.77,3房(室)2廳2衛,2/5樓,"1,496 萬"
宏國大戶樓中樓,新北市新莊區中和街 宏國敦煌,住宅大樓,32.6年,建坪66.62,4房(室)2廳3衛,5~6/14樓,"3,088 萬"
伴吾景觀首購三房,新北市新店區安祥路 伴吾別墅,公寓,27.3年,建坪31.72,3房(室)2廳2衛,4/4樓,898 萬
綠中海獨棟大庭院,新北市新店區安祥路 綠中海二期,透天厝,18.9年,建坪106.86,4房(室)2廳4衛,1~3/3樓,"3,380 萬"
學府捷運三房華居,新北市新莊區中港路 五守新村,華廈,26.4年,建坪44.90,3房(室)2廳2衛,6/9樓,"2,298 萬"
海山捷運氣派廠辦,新北市土城區中華路一段,工廠,1.7年,建坪384.75,--房(室)5廳3衛,1~5/5樓,"20,000 萬"
央北頂樓景觀大戶,新北市新店區中山路 漢皇吾岳,住宅大樓,1.2年,建坪60.76,2房(室)2廳2衛,14/14樓,"5,588 萬"
馥華建設風華永傳,新北市板橋區中山路二段 馥華大台北,辦公商業大樓,18.1年,建坪78.43,4房(室)3廳4衛(含加蓋2房(室)1廳--衛),14/14樓,"4,650 萬"
七張裝潢3樓美寓,新北市新店區民族路,公寓,41.6年,建坪31.78,3房(室)2廳2衛,3/5樓,"1,980 萬"
海山鋼骨遠景三房,新北市土城區明德路二段 摩天京華,住宅大樓,27.6年,建坪35.93,3房(室)2廳2衛,17/21樓,"2,398 萬"
永和國小電梯大廈,新北市永和區中正路 潤泰中正國寶,住宅大樓,26.3年,建坪52.39,3房(室)2廳2衛,6/11樓,"3,860 萬"
華城景觀上走別墅,新北市新店區大榮路,透天厝,34.2年,建坪74.48,5房(室)2廳3衛,B1~2/2樓,"4,180 萬"
樹海靜謐三室車,新北市新莊區新樹路 世界盃雅典特區,辦公商業大樓,18.8年,建坪50.06,3房(室)2廳2衛,12/15樓,"1,998 萬"
捷運大宅輕鬆住,新北市土城區中正路 金時代,辦公商業大樓,39.0年,建坪75.68,6房(室)2廳3衛(含加蓋1房(室)--廳--衛),10/10樓,"2,980 萬"
聯合純住低總美宅,新北市新莊區富貴路 永陞聯合公園,住宅大樓,1.9年,建坪19.57,2房(室)2廳1衛,4/21樓,"1,620 萬"
風華SGS嚴選宅,新北市板橋區文化路二段 文化風華,住宅大樓,1.3年,建坪29.20,2房(室)2廳1衛,5/15樓,"1,888 萬"
殿堂樓閣荷怡庭院,新北市板橋區樂群路 合宜A6區,住宅大樓,7.7年,建坪83.81,4房(室)1廳3衛,1/24樓,"3,650 萬"
合宜方正大間4房,新北市板橋區大觀路二段,公寓,40.0年,建坪33.66,4房(室)2廳2衛,5/5樓,"1,498 萬"
亞東捷運大3房,新北市板橋區南雅南路二段 遠揚世界二期,華廈,41.0年,建坪33.51,3房(室)2廳2衛,3/7樓,"2,180 萬"
比漾未來捷運一樓,新北市中和區中山路二段,公寓,44.8年,建坪32.36,3房(室)3廳1衛(含加蓋--房(室)1廳--衛),1/5樓,"2,290 萬"
陽明天地雅致透天,新北市新莊區天祥街,透天厝,37.2年,建坪35.30,5房(室)3廳4衛(含加蓋2房(室)1廳--衛),1~2/2樓,"3,200 萬"
竹林1加2好停車,新北市永和區竹林路,公寓,50.6年,建坪47.96,7房(室)2廳2衛,1~2/4樓,"3,100 萬"
廣福學區五房平車,新北市土城區學府路一段 上泰廣福大廈,住宅大樓,33.2年,建坪73.94,5房(室)2廳2衛(含加蓋1房(室)--廳--衛),3/12樓,"2,980 萬"
捷運丹鳳大戶美宅,新北市新莊區天祥街,公寓,35.7年,建坪39.75,3房(室)2廳2衛,4/5樓,"1,358 萬"
捷運丹鳳大戶美宅,新北市新莊區天祥街,公寓,35.7年,建坪39.75,3房(室)2廳2衛,4/5樓,"1,358 萬"
合陽精裝四房大車,新北市新店區安光路 合陽天擎,住宅大樓,6.9年,建坪71.04,4房(室)2廳3衛,5/23樓,"3,788 萬"
日健芯幸福大露台,新北市板橋區懷仁街 日健芯,住宅大樓,0.8年,建坪28.24,2房(室)2廳1衛,2/15樓,"2,750 萬"
國慶住辦停車一樓,新北市板橋區國慶路,公寓,42.5年,建坪24.68,1房(室)2廳1衛,1/5樓,"1,980 萬"
江翠公園邊間美寓,新北市板橋區松江街,公寓,48.2年,建坪25.62,4房(室)2廳1衛,3/4樓,"1,498 萬"
江畔清風三房安居,新北市新莊區瓊林路 新桂築,華廈,19.8年,建坪46.72,3房(室)2廳2衛,3/8樓,"2,388 萬"
專任萬安邊間三房,新北市新莊區萬安街,公寓,44.7年,建坪21.28,3房(室)2廳1衛,5/5樓,798 萬
專任民西優質三房,新北市新莊區民安西路 民生社會社區,住宅大樓,29.6年,建坪39.55,3房(室)2廳2衛,10/19樓,"1,398 萬"
雙和庭園美妝辦,新北市中和區連勝街 雙和新城,店面,24.6年,建坪32.89,--房(室)2廳2衛(含加蓋--房(室)--廳1衛),1/10樓,"1,868 萬"
世界花園露台戶,新北市土城區莊園街 金城舞5-世界花園,住宅大樓,0.5年,建坪26.82,1房(室)--廳--衛,2/24樓,"1,580 萬"
心境花園,新北市土城區莊園街 金城舞5-世界花園,住宅大樓,0.5年,建坪24.56,2房(室)2廳1衛,18/24樓,"1,698 萬"
庭院樓中樓,新北市土城區學府路一段 新貴族別墅,公寓,36.6年,建坪54.87,4房(室)2廳2衛(含加蓋2房(室)--廳--衛),1~2/4樓,"2,180 萬"
陽光邊間學區二樓,新北市中和區民利街,公寓,46.8年,建坪21.80,3房(室)2廳1衛,2/4樓,"1,180 萬"
美妝高樓公園遠景,新北市永和區永平路 仁愛柏麗,住宅大樓,6.3年,建坪45.03,2房(室)2廳2衛,16/20樓,"3,488 萬"
近捷運大空間一樓,新北市中和區興南路二段,公寓,50.3年,建坪26.90,3房(室)3廳3衛(含加蓋--房(室)1廳1衛),1/4樓,"1,880 萬"
頂溪新時代美妝屋,新北市永和區中山路一段 新時代,住宅大樓,15.1年,建坪18.91,1房(室)1廳1衛,3/15樓,"1,568 萬"
